household_id,redcap_event_name,redcap_repeat_instrument,redcap_repeat_instance,collection_date_1a,collection_time_1a,collector,femalea_unfed,femalea_bloodfed,femalea_hg,femalea_gravid,femalea_ud,femalea_total,femalea_total_archived,male_anopheles,femalec_unfed,femalec_bloodfed,femalec_hg,femalec_gravid,femalec_ud,femalec_total,femalec_archive,male_culicine,notes_1a,form_enterer,date_entered_1a,formchecker,date_checked_1a,ento_form_1a_immediately_processed_summary_complete
K15,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-20,,2,1,1,0,0,0,2,,1,56,12,15,17,0,100,,142,,3,2022-06-30,1,2022-06-30,2
K15,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-13,,2,0,0,0,0,0,0,,1,128,8,29,29,3,197,,276,,3,2022-06-30,1,2022-06-30,2
K15,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-18,,4,0,0,0,0,0,0,,0,3,0,5,2,0,10,,13,,3,2022-07-19,1,2022-07-19,2
K15,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-25,,8,0,0,0,0,0,0,,0,2,4,1,12,0,19,,24,,4,2022-08-02,1,2022-08-02,2
K15,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-01,,4,1,0,0,0,0,1,,1,12,2,4,5,1,24,,25,,4,2022-08-04,1,2022-08-04,2
K15,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-22,,4,0,0,0,0,0,0,,0,3,3,6,3,0,15,,17,,4,2022-08-23,1,2022-08-23,2
K15,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-19,,6,0,0,0,0,0,0,,0,2,3,2,3,0,10,,25,,3,2022-09-23,1,2022-09-23,2
K15,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-12,,7,0,0,0,0,0,0,,0,6,14,21,9,0,50,,29,,3,2022-09-23,1,2022-09-23,2
K15,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-17,,9,0,0,0,0,0,0,,0,3,10,8,4,0,25,,10,,4,2022-10-19,1,2022-10-19,2
K15,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-24,,9,0,0,0,0,0,0,,0,2,6,8,8,0,24,,28,,3,2022-11-02,1,2022-11-02,2
K15,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-14,,5,0,0,0,0,0,0,,0,23,22,35,29,0,109,,52,,13,2022-11-15,1,2022-11-15,2
K15,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-21,,3,0,0,0,0,0,0,,1,18,2,83,24,2,129,,98,,12,2022-11-22,1,2022-11-22,2
K15,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-19,,6,0,0,0,0,0,0,,0,10,0,15,8,0,33,,9,,10,2022-12-19,1,2022-12-19,2
K16,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-20,,3,0,0,0,0,0,0,,0,5,0,17,3,2,27,,9,,3,2020-04-08,1,2020-04-08,2
K16,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-27,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2020-04-08,1,2020-04-08,1
K16,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-03,,5,0,0,0,0,0,0,,0,2,0,2,3,0,7,,4,,3,2020-04-10,1,2020-04-10,1
K16,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-17,,7,0,0,0,0,0,0,,0,3,0,3,1,0,7,,0,,3,2020-04-10,1,2020-04-10,1
K16,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-24,,5,0,0,0,0,0,0,,0,4,0,7,2,0,13,,26,,3,2020-04-14,1,2020-04-14,1
K16,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-02,,2,0,0,0,0,0,0,,0,1,0,0,0,1,2,,3,,3,2020-04-28,1,2020-04-28,1
K16,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-16,,6,0,0,0,0,0,0,,0,1,0,0,0,0,1,,1,,3,2020-04-28,1,2020-04-28,1
K16,may_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-05-29,,3,0,0,0,0,0,0,,0,60,0,13,22,1,96,,170,,3,2020-06-04,1,2020-06-04,1
K16,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-15,,3,0,0,0,0,0,0,,0,10,1,3,10,0,24,,25,,3,2020-06-17,1,2020-06-17,1
K16,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-22,,3,0,0,0,0,0,0,,0,6,0,1,1,1,9,,7,,3,2020-06-30,1,2020-06-30,1
K16,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-06,,4,0,0,0,0,0,0,,0,1,0,0,2,0,3,,9,,3,2020-07-08,1,2020-07-08,1
K16,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-17,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2020-08-28,1,2020-08-28,2
K16,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-24,,8,0,0,0,0,0,0,,0,0,0,3,0,0,3,,1,,3,2020-08-28,1,2020-08-28,2
K16,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-31,,7,0,0,0,0,0,0,,0,4,0,0,1,0,5,,0,,3,2020-09-02,1,2020-09-02,2
K16,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-14,,7,1,1,0,0,0,2,,1,119,10,23,19,0,171,,316,,3,2020-09-15,1,2020-09-15,2
K16,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-21,,7,0,0,0,0,0,0,,0,25,0,3,13,0,41,,165,,5,2020-09-23,1,2020-09-23,2
K16,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-05,,9,0,0,0,0,0,0,,0,2,0,0,3,1,6,,14,,3,2020-10-06,1,2020-10-06,2
K16,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-19,,9,0,0,0,0,0,0,,0,12,1,2,3,0,18,,26,,4,2020-10-21,1,2020-10-21,2
K16,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-26,,9,0,0,0,0,0,0,,1,4,0,0,6,0,10,,30,,5,2020-10-27,1,2020-10-27,2
K16,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-16,,5,0,0,0,0,0,0,,0,22,0,3,23,1,49,,85,,3,2020-11-16,1,2020-11-16,2
K16,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-23,,5,0,0,0,0,0,0,,0,39,0,0,21,0,60,,230,,5,2020-11-25,1,2020-11-25,2
K16,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-30,,4,0,0,0,0,0,0,,0,14,0,2,12,0,28,,82,,3,2020-11-30,1,2020-11-30,2
K16,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-14,,4,0,0,0,0,0,0,,0,8,0,0,7,0,15,,60,,4,2020-12-14,1,2020-12-14,2
K16,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-04,,6,0,0,0,0,0,0,,0,2,0,0,1,0,3,,8,,3,2021-01-07,1,2021-01-07,2
K16,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-18,,6,0,0,0,0,0,0,,0,0,0,0,1,0,1,,3,,3,2021-02-01,1,2021-02-01,2
K16,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-25,,6,0,0,0,0,0,0,,0,1,0,0,1,0,2,,5,,3,2021-02-01,1,2021-02-01,2
K16,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-15,,7,0,0,0,0,0,0,,0,0,0,3,2,0,5,,8,,4,2021-02-23,1,2021-02-23,2
K16,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-22,,7,0,0,0,0,0,0,,1,0,0,0,2,0,2,,4,,4,2021-02-23,1,2021-02-23,2
K16,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-15,,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2021-03-28,1,2021-03-28,2
K16,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-22,,9,0,0,0,0,0,0,,1,0,0,0,0,0,0,,1,,3,2021-03-28,1,2021-03-28,2
K16,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-19,,4,3,0,1,0,0,4,,2,0,2,5,0,0,7,,9,,3,2021-04-25,1,2021-04-25,2
K16,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-26,,6,0,1,2,1,0,4,,2,4,1,12,3,2,22,,6,,5,2021-04-28,1,2021-04-28,2
K16,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-17,,2,0,0,0,1,0,1,,1,18,0,1,1,0,20,,46,,5,2021-05-18,1,2021-05-18,2
K16,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-24,,2,3,2,0,1,0,6,,12,39,4,0,32,0,75,,124,,5,2021-06-08,1,2021-06-08,2
K16,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-14,,3,0,0,0,0,0,0,,1,4,0,10,12,2,28,,68,,4,2021-07-01,1,2021-07-01,2
K16,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-21,,3,0,0,0,0,0,0,,0,4,0,2,2,0,8,,27,,6,2021-07-02,1,2021-07-02,2
K16,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-28,,4,1,0,0,0,0,1,,0,6,0,1,11,1,19,,87,,6,2021-07-05,1,2021-07-05,2
K16,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-19,,10,0,0,0,0,0,0,,4,4,0,0,0,0,4,,20,,6,2021-07-22,1,2021-07-22,2
K16,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-26,,10,0,0,0,0,0,0,,0,2,0,0,1,0,3,,3,,6,2021-08-02,1,2021-08-02,2
K16,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-16,,6,0,0,0,0,0,0,,0,0,0,0,2,0,2,,14,,6,2021-08-19,1,2021-08-19,2
K16,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-23,,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,6,2021-08-31,1,2021-08-31,2
K16,august_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-08-30,,6,0,0,0,0,0,0,,0,1,0,0,0,0,1,,1,,6,2021-08-31,1,2021-08-31,2
K16,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-20,,7,0,0,0,0,0,0,,0,3,0,0,2,0,5,,6,,3,2021-09-27,1,2021-09-27,2
K16,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-27,,7,0,0,0,0,0,0,,0,7,2,3,0,0,12,,8,,3,2021-09-27,1,2021-09-27,2
K16,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-18,,4,0,0,0,0,0,0,,1,20,0,2,10,0,32,,99,,3,2021-10-25,1,2021-10-25,2
K16,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-25,,9,0,0,0,0,0,0,,0,2,0,0,4,0,6,,18,,3,2021-10-25,1,2021-10-25,2
K16,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-22,,10,0,0,0,0,0,0,,0,41,2,0,23,0,66,,148,,3,2021-11-22,1,2021-11-22,2
K16,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-15,,10,0,0,0,0,0,0,,0,42,0,5,30,0,77,,220,,3,2021-11-22,1,2021-11-22,2
K16,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-20,,4,0,0,0,0,0,0,,0,22,1,0,7,0,30,,108,,3,2021-12-20,1,2021-12-20,2
K16,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-24,,8,0,0,0,0,0,0,,0,0,0,0,1,0,1,,4,,3,2022-01-24,1,2022-01-24,2
K16,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-17,,8,0,0,0,0,0,0,,0,4,1,1,1,0,7,,1,,3,2022-01-25,1,2022-01-25,2
K16,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-14,,5,0,0,0,0,0,0,,0,2,0,0,0,0,2,,1,,3,2022-02-16,1,2022-02-16,2
K16,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-21,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,6,,3,2022-02-22,1,2022-02-22,2
K16,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-21,,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-23,1,2022-03-23,2
K16,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-14,,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,,4,,3,2022-03-23,1,2022-03-23,2
K16,march_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-03-28,,6,0,0,0,0,0,0,,0,0,0,0,1,0,1,,1,,3,2022-03-30,1,2022-03-30,2
K16,april_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-04-26,,7,0,0,0,0,0,0,,0,1,0,0,3,0,4,,2,,3,2022-04-26,1,2022-04-26,2
K16,april_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-04-04,,7,0,0,0,0,0,0,,0,0,0,0,1,0,1,,2,,3,2022-04-26,1,2022-04-26,2
K16,may_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-05-23,,8,0,0,0,0,0,0,,0,11,3,10,0,0,24,,85,,3,2022-05-30,1,2022-05-30,2
K16,may_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-05-16,,8,0,0,0,0,0,0,,0,33,4,9,7,1,54,,115,,3,2022-05-30,1,2022-05-30,2
K16,june_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-06-20,,9,0,0,0,0,0,0,,0,6,0,3,4,0,13,,31,,3,2022-06-30,1,2022-06-30,2
K16,june_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-06-13,,9,0,0,0,0,0,0,,0,24,0,4,0,0,28,,31,,3,2022-06-30,1,2022-06-30,2
K16,july_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-07-18,,2,0,0,0,0,0,0,,0,11,2,0,4,0,17,,26,,3,2022-07-19,1,2022-07-19,2
K16,july_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-07-25,,4,0,0,0,0,0,0,,0,8,2,2,6,0,18,,32,,4,2022-08-02,1,2022-08-02,2
K16,august_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-08-01,,9,0,0,0,0,0,0,,0,1,0,2,1,0,4,,5,,4,2022-08-04,1,2022-08-04,2
K16,august_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-08-22,,4,0,0,0,0,0,0,,0,3,0,1,9,0,13,,20,,4,2022-08-23,1,2022-08-23,2
K16,september_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-09-19,,6,0,0,0,0,0,0,,0,5,1,0,0,0,6,,25,,3,2022-09-23,1,2022-09-23,2
K16,september_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-09-12,,6,0,0,0,0,0,0,,0,11,0,0,4,0,15,,49,,3,2022-09-23,1,2022-09-23,2
K16,october_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-10-17,,7,0,0,0,0,0,0,,0,2,0,11,10,0,23,,9,,4,2022-10-19,1,2022-10-19,2
K16,october_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-10-24,,7,0,0,0,0,0,0,,0,9,0,4,15,0,28,,33,,3,2022-11-02,1,2022-11-02,2
K16,november_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-11-14,,3,0,0,0,0,0,0,,0,5,1,13,6,0,25,,32,,13,2022-11-15,1,2022-11-15,2
K16,november_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-11-21,,3,0,0,0,0,0,0,,0,21,0,1,8,1,31,,88,,12,2022-11-22,1,2022-11-22,2
K16,december_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-12-19,,8,0,0,0,0,0,0,,0,14,5,7,10,0,36,,89,,10,2022-12-19,1,2022-12-19,2
K17,january_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-01-20,,9,0,0,0,0,0,0,,0,1,1,2,1,0,5,,2,,3,2020-04-08,1,2020-04-08,2
K17,january_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-01-27,,9,0,0,0,0,0,0,,0,2,12,5,3,0,22,,8,,3,2020-04-08,1,2020-04-08,1
K17,february_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-02-03,,8,0,0,0,0,0,0,,0,0,4,5,2,1,12,,1,,3,2020-04-10,1,2020-04-10,1
K17,february_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-02-17,,8,0,0,0,0,0,0,,0,3,6,17,0,0,26,,14,,3,2020-04-14,1,2020-04-14,1
K17,february_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-02-24,,8,0,0,0,0,0,0,,1,7,8,12,5,2,34,,35,,3,2020-04-14,1,2020-04-14,1
K17,march_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-03-02,,4,0,0,0,0,0,0,,0,9,5,5,5,0,24,,54,,3,2020-04-28,1,2020-04-28,1
K17,march_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-03-16,,4,0,0,0,0,0,0,,0,0,7,11,4,0,22,,33,,3,2020-04-28,1,2020-04-28,1
K17,may_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-05-29,,9,0,0,0,0,0,0,,0,8,32,14,8,1,63,,180,,3,2020-06-04,1,2020-06-04,1
K17,june_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-06-15,,9,0,0,0,0,0,0,,0,5,12,10,12,0,39,,36,,3,2020-06-17,1,2020-06-17,1
K17,june_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-06-22,,9,0,0,0,0,0,0,,0,8,22,12,8,2,52,,70,,3,2020-06-30,1,2020-06-30,1
K17,july_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-07-06,,6,0,0,0,0,0,0,,0,1,1,5,6,1,14,,37,,3,2020-07-08,1,2020-07-08,1
K17,july_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-07-20,,6,0,0,0,0,0,0,,0,4,1,0,1,0,6,,12,,3,2020-07-22,1,2020-07-22,1
K17,july_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-07-27,,6,0,0,0,0,0,0,,0,2,2,0,5,0,9,,14,,3,2020-08-04,1,2020-08-04,1
K17,august_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-08-17,,7,0,0,0,0,0,0,,0,0,0,0,3,0,3,,3,,3,2020-08-28,1,2020-08-28,2
K17,august_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-08-24,,7,0,0,0,0,0,0,,1,0,0,1,0,0,1,,6,,3,2020-08-28,1,2020-08-28,2
K17,august_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-08-31,,8,0,0,0,0,0,0,,0,0,0,1,0,0,1,,0,,3,2020-09-02,1,2020-09-02,2
K17,september_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-09-14,,8,0,0,0,0,0,0,,0,2,0,1,2,0,5,,6,,3,2020-09-15,1,2020-09-15,2
K17,september_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-09-21,,2,0,0,0,0,0,0,,0,2,0,2,1,0,5,,5,,5,2020-09-23,1,2020-09-23,2
K17,october_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-10-05,,2,0,0,0,0,0,0,,0,4,9,4,1,0,18,,20,,3,2020-10-06,1,2020-10-06,2
K17,october_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-10-19,,5,0,0,0,0,0,0,,0,20,19,26,16,0,81,,113,,4,2020-10-21,1,2020-10-21,2
K17,october_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-10-26,,2,0,0,0,0,0,0,,0,34,50,8,38,0,130,,123,,5,2020-10-27,1,2020-10-27,2
K17,november_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-11-02,,4,1,1,0,0,0,2,,1,12,3,7,6,0,28,,96,,4,2020-11-03,1,2020-11-03,2
K17,november_2020_arm_1,ento_form_1a_immediately_processed_summary,2,2020-11-16,,4,0,0,0,0,0,0,,0,3,4,3,4,1,15,,28,,3,2020-11-16,1,2020-11-16,2
K17,november_2020_arm_1,ento_form_1a_immediately_processed_summary,3,2020-11-23,,4,0,0,0,0,0,0,,0,13,0,2,6,1,22,,42,,5,2020-11-25,1,2020-11-25,2
K17,november_2020_arm_1,ento_form_1a_immediately_processed_summary,4,2020-11-30,,3,0,0,0,0,0,0,,0,5,0,3,3,0,11,,27,,3,2020-11-30,1,2020-11-30,2
K17,december_2020_arm_1,ento_form_1a_immediately_processed_summary,1,2020-12-14,,3,0,0,0,0,0,0,,1,10,1,2,5,1,19,,124,,4,2020-12-14,1,2020-12-14,2
K17,january_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-01-04,,2,0,0,0,0,0,0,,0,1,2,1,0,0,4,,4,,3,2021-01-07,1,2021-01-07,2
K17,january_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-01-18,,7,0,0,0,0,0,0,,1,0,0,4,1,0,5,,6,,3,2021-02-01,1,2021-02-01,2
K17,january_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-01-25,,7,0,0,1,0,0,1,,0,0,3,2,4,0,9,,7,,3,2021-02-01,1,2021-02-01,2
K17,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-02-15,,6,0,0,0,1,0,1,,0,0,0,1,0,0,1,,2,,4,2021-02-23,1,2021-02-23,2
K17,feburary_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-02-22,,6,0,0,0,0,0,0,,1,0,0,0,0,0,0,,0,,4,2021-02-23,1,2021-02-23,2
K17,march_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-03-15,,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2021-03-28,1,2021-03-28,2
K17,march_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-03-22,,8,0,0,0,0,0,0,,0,0,0,1,0,0,1,,0,,3,2021-03-28,1,2021-03-28,2
K17,march_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-03-29,,7,1,0,0,0,0,1,,0,0,0,0,0,0,0,,1,,3,2021-03-31,1,2021-03-31,2
K17,april_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-04-19,,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2021-04-25,1,2021-04-25,2
K17,april_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-04-26,,3,0,0,0,0,0,0,,0,2,0,3,2,0,7,,9,,5,2021-04-28,1,2021-04-28,2
K17,may_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-05-17,,7,0,0,0,0,0,0,,0,17,24,9,2,1,53,,57,,5,2021-05-18,1,2021-05-18,2
K17,may_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-05-24,,7,0,0,0,0,0,0,,2,28,1,12,12,0,53,,212,,5,2021-06-08,1,2021-06-08,2
K17,june_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-06-14,,7,0,0,0,0,0,0,,0,8,1,4,6,0,19,,17,,4,2021-07-01,1,2021-07-01,2
K17,june_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-06-21,,9,0,0,0,0,0,0,,1,3,5,10,8,0,26,,24,,6,2021-07-02,1,2021-07-02,2
K17,june_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-06-28,,9,0,0,0,0,0,0,,0,5,10,8,11,0,34,,26,,6,2021-07-05,1,2021-07-05,2
K17,july_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-07-19,,4,0,0,0,0,0,0,,1,2,0,0,0,0,2,,14,,6,2021-07-22,1,2021-07-22,2
K17,july_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-07-26,,4,0,0,0,0,0,0,,0,0,1,0,1,1,3,,20,,6,2021-08-02,1,2021-08-02,2
K17,august_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-08-16,,10,0,0,0,0,0,0,,0,1,0,0,1,0,2,,8,,6,2021-08-19,1,2021-08-19,2
K17,august_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-08-23,,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,6,2021-08-31,1,2021-08-31,2
K17,august_2021_arm_1,ento_form_1a_immediately_processed_summary,3,2021-08-30,,7,0,0,0,0,0,0,,0,0,7,4,0,0,11,,6,,6,2021-08-31,1,2021-08-31,2
K17,september_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-09-20,,6,0,0,0,0,0,0,,0,3,0,2,2,0,7,,7,,3,2021-09-27,1,2021-09-27,2
K17,september_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-09-27,,6,0,0,0,0,0,0,,0,7,0,0,4,0,11,,39,,3,2021-09-27,1,2021-09-27,2
K17,october_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-10-18,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2021-10-25,1,2021-10-25,2
K17,october_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-10-25,,2,0,0,0,0,0,0,,0,1,0,0,0,0,1,,0,,3,2021-10-25,1,2021-10-25,2
K17,november_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-11-22,,3,0,0,0,0,0,0,,0,15,1,0,5,0,21,,50,,3,2021-11-22,1,2021-11-22,2
K17,november_2021_arm_1,ento_form_1a_immediately_processed_summary,2,2021-11-15,,3,0,0,0,0,0,0,,0,20,0,18,7,2,47,,69,,3,2021-11-22,1,2021-11-22,2
K17,december_2021_arm_1,ento_form_1a_immediately_processed_summary,1,2021-12-20,,7,0,0,0,0,0,0,,0,9,4,0,6,0,19,,26,,3,2021-12-20,1,2021-12-20,2
K17,january_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-01-24,,9,0,0,0,0,0,0,,0,1,0,0,1,0,2,,4,,3,2022-01-24,1,2022-01-24,2
K17,january_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-01-17,,7,0,0,0,0,0,0,,0,1,0,0,0,0,1,,1,,3,2022-01-25,1,2022-01-25,2
K17,february_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-02-14,,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,,2,,3,2022-02-16,1,2022-02-16,2
K17,february_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-02-21,,4,0,0,0,0,0,0,,0,1,0,0,0,0,1,,2,,3,2022-02-22,1,2022-02-22,2
K17,march_2022_arm_1,ento_form_1a_immediately_processed_summary,1,2022-03-21,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-23,1,2022-03-23,2
K17,march_2022_arm_1,ento_form_1a_immediately_processed_summary,2,2022-03-14,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,1,,3,2022-03-23,1,2022-03-23,2
K17,march_2022_arm_1,ento_form_1a_immediately_processed_summary,3,2022-03-28,,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,3,2022-03-30,1,2022-03-30,2
